,gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin
55,4467732013,No,16,2,No,4,10,4,1,0,1,0,Few,7.0,Normal,High,Normal,-2699,-2749,High,Few
56,4514402510,No,17,0,Yes,5,7,7,1,1,0,0,Few,6.8,Normal,Normal,High,-1672,-2698,Normal,Few
57,4521277262,Yes,19,3,Yes,10,6,11,1,1,0,0,Normal,7.2,Normal,Normal,Normal,1201,316,Normal,Normal
58,4521752962,Yes,29,3,Yes,7,5,5,2,1,1,0,Normal,7.0,High,High,Normal,-108,59,High,Normal
59,4514070165,No,12,0,No,10,7,11,0,0,0,1,Many,7.2,High,High,Normal,4633,2269,High,Many
60,4525056568,No,18,4,No,2,7,0,0,0,0,0,Few,6.6,Normal,Normal,High,-2262,-1391,Normal,Few
61,4521255103,No,24,3,No,6,7,5,0,0,0,0,Normal,7.0,Normal,Normal,High,-49,500,Normal,Normal
62,4510728488,Yes,18,2,Yes,6,4,4,1,1,0,0,Normal,7.2,High,High,Normal,1687,1089,High,Normal
63,4516919746,Yes,122,3,Yes,9,1,10,2,1,1,0,Normal,7.2,High,High,High,3933,2922,High,Normal
64,4499868617,No,12,4,No,4,10,3,1,1,0,0,Few,6.6,Normal,Normal,Normal,-4061,-4397,Normal,Few
65,4514234813,No,52,2,No,6,12,7,0,0,0,0,Few,6.6,Normal,Normal,Normal,-4920,-3280,Normal,Few
66,4513591449,No,19,2,No,4,5,2,0,0,0,0,Few,7.0,Normal,Normal,Normal,-1705,-1839,Normal,Few
67,4471416203,No,32,4,Yes,7,8,8,1,1,0,0,Normal,6.8,Normal,Normal,Normal,105,-1547,Normal,Normal
68,4521227315,Yes,14,0,No,3,5,3,0,0,0,0,Normal,7.0,High,High,Normal,-554,521,High,Normal
69,4424144387,No,19,5,Yes,4,5,4,0,0,0,0,Few,6.8,Normal,Normal,Normal,-1037,-1577,Normal,Few
70,4517806218,No,16,2,Yes,9,8,7,1,0,1,0,Normal,7.0,High,Normal,High,-1144,480,Normal,Normal
71,4479974478,Yes,36,0,Yes,5,4,6,0,0,0,0,Few,6.8,Normal,Normal,Normal,1173,953,Normal,Few
72,4423018162,No,18,2,Yes,8,2,11,0,0,0,0,Normal,7.0,High,High,Normal,3194,2534,High,Normal
73,4518401885,No,13,3,Yes,2,7,1,1,1,0,0,Few,6.6,Normal,Normal,Normal,-2622,-1136,Normal,Few
74,4525208730,Yes,15,3,Yes,6,4,4,1,1,0,0,Normal,7.2,High,High,Normal,1151,470,High,Normal
75,4512774492,Yes,50,4,Yes,6,4,8,2,1,1,0,Normal,6.8,Normal,Normal,Normal,1463,1490,Normal,Normal
76,4522772001,No,14,2,No,4,6,1,0,0,0,0,Few,7.0,High,High,Normal,-1038,-1307,High,Few
77,4464439713,Yes,17,2,Yes,8,4,7,1,0,1,0,Normal,6.6,Normal,Normal,Normal,1424,1060,Normal,Normal
78,4479823004,Yes,18,1,No,13,9,18,1,1,0,0,Many,7.4,High,High,Normal,527,721,High,Many
79,4507330276,No,17,5,No,7,6,12,0,0,0,0,Normal,7.2,High,High,Normal,1807,932,High,Normal
80,4447392049,No,43,6,Yes,11,4,12,1,0,1,0,Many,7.4,High,High,Normal,2856,1262,High,Many
81,4521089901,No,12,1,No,6,6,10,1,1,0,0,Normal,6.6,Normal,Normal,Normal,-964,-2454,Normal,Normal
82,4427944005,No,20,2,No,7,8,6,1,0,1,0,Few,7.0,Normal,Normal,Normal,-178,524,Normal,Few
83,4509784380,Yes,18,3,No,9,8,7,1,1,0,0,Normal,7.0,Normal,High,Normal,705,192,High,Normal
84,4524411421,Yes,16,0,No,10,10,14,1,1,0,0,Normal,7.0,Normal,Normal,Normal,908,306,Normal,Normal
85,4519898107,Yes,14,2,No,7,2,12,2,1,1,0,Normal,7.2,High,High,High,3558,3243,High,Normal
86,4517633575,No,12,6,No,1,6,0,0,0,0,0,Few,6.8,Normal,High,Normal,-1299,-49,High,Few
87,4521948875,Yes,16,4,No,5,8,7,1,1,0,0,Few,6.6,Normal,Normal,Normal,-1763,-1864,Normal,Few
88,4509102299,Yes,15,0,No,10,4,12,0,0,0,0,Normal,7.4,High,High,High,2547,2189,High,Normal
89,4525041896,No,13,3,No,3,10,2,1,1,0,0,Few,6.6,Normal,Normal,Normal,-3685,-3119,Normal,Few
90,4515706467,No,83,13,Yes,7,11,3,0,0,0,0,Few,6.4,Normal,Normal,Low,-3689,-4682,Normal,Few
91,4476006621,No,17,4,Yes,3,5,2,0,0,0,0,Few,7.2,High,High,High,-764,803,High,Few
92,4499940691,Yes,16,3,Yes,9,2,5,0,0,0,0,Normal,7.2,High,High,Normal,3037,2694,High,Normal
93,4426644547,Yes,14,4,Yes,7,7,6,0,0,0,1,Many,7.2,High,High,High,3545,2162,High,Many
94,4525072812,No,14,2,No,7,7,10,1,1,0,0,Normal,7.2,High,Normal,Normal,-1031,-394,Normal,Normal
95,4524217548,No,17,1,No,5,10,6,0,0,0,0,Normal,7.0,High,Normal,Normal,-1796,-749,Normal,Normal
96,4499622849,Yes,16,6,Yes,5,4,9,0,0,0,0,Normal,6.8,Normal,High,Normal,1626,747,High,Normal
97,4499844894,Yes,40,1,No,6,8,10,1,0,1,0,Normal,7.2,High,High,High,832,1330,High,Normal
98,4460534353,Yes,16,0,No,11,6,11,2,1,1,0,Many,7.4,High,High,Normal,2750,2647,High,Many
99,4495269641,No,16,1,No,5,8,4,1,0,1,0,Few,6.8,Normal,High,Low,-1524,-827,High,Few
100,4524995677,No,16,4,Yes,6,8,2,1,1,0,0,Few,6.6,Normal,High,Normal,-1370,-875,High,Few
101,4464596479,No,14,3,No,4,6,4,0,0,0,0,Few,6.6,Normal,Normal,Normal,-1506,-412,Normal,Few
102,4452452649,No,13,5,No,6,7,2,0,0,0,0,Few,6.6,Normal,Normal,Normal,-1101,-718,Normal,Few
103,4420481816,No,18,4,No,8,3,7,1,0,1,0,Normal,7.2,High,High,Normal,2774,2207,High,Normal
104,4412895789,No,24,0,No,8,11,9,0,0,0,0,Normal,7.0,Normal,High,Normal,-1806,-588,High,Normal
105,4525114135,No,12,5,No,6,4,8,1,1,0,0,Normal,7.0,High,High,Normal,1265,1248,High,Normal
106,4496624699,Yes,17,3,No,6,14,4,0,0,0,0,Few,6.6,Normal,Normal,Normal,-4443,-4140,Normal,Few
107,4522663961,No,19,3,No,3,5,1,0,0,0,0,Few,7.2,High,High,Normal,-927,967,High,Few
108,4522251387,Yes,12,3,Yes,9,5,9,0,0,0,0,Normal,7.0,High,High,Normal,1425,728,High,Normal
109,4472377536,Yes,14,3,No,6,4,6,1,1,0,0,Normal,7.4,High,Normal,Normal,1177,1161,Normal,Normal
110,4466226469,Yes,19,2,Yes,2,7,2,1,1,0,0,Few,7.0,Normal,High,High,-1586,410,High,Few
111,4473936532,No,16,2,No,5,10,3,2,1,1,0,Few,6.8,Normal,High,Normal,-2896,-2081,High,Few
112,4524445302,Yes,18,1,No,12,9,10,0,0,0,0,Normal,6.4,Normal,Low,Normal,905,1054,Low,Normal
113,4459740551,No,17,1,Yes,9,17,17,0,0,0,0,Normal,6.2,Normal,Normal,Low,-3887,-3392,Normal,Normal
114,4463542711,Yes,32,2,Yes,12,6,12,1,1,0,0,Many,7.2,High,Normal,Normal,3413,2984,Normal,Many
115,4508629003,No,16,2,Yes,7,9,5,2,1,1,0,Normal,7.0,Normal,High,Normal,-256,-1580,High,Normal
116,4475094281,Yes,19,5,Yes,7,10,7,0,0,0,0,Normal,6.8,Normal,High,Normal,-1820,-1412,High,Normal
117,4513430767,Yes,14,1,Yes,6,4,12,1,1,0,0,Normal,6.8,Normal,High,Normal,625,-534,High,Normal
118,4508634893,No,12,2,No,2,6,1,0,0,0,0,Few,6.8,Normal,Normal,Normal,-3628,-2009,Normal,Few
119,4522792360,No,30,6,Yes,5,5,7,1,0,1,0,Normal,6.8,Normal,Normal,High,769,480,Normal,Normal
120,4507927084,No,18,5,No,8,8,8,1,1,0,0,Normal,7.0,High,High,Normal,-576,-682,High,Normal
121,4522505411,No,14,16,No,3,9,2,0,0,0,0,Few,6.4,Normal,Normal,Normal,-3900,-3550,Normal,Few
122,4454104215,Yes,14,2,No,9,8,10,1,1,0,0,Normal,7.0,High,Normal,Normal,-7,-231,Normal,Normal
123,4516166112,Yes,13,6,Yes,10,7,10,0,0,0,0,Normal,7.2,High,Normal,Normal,1683,1433,Normal,Normal
124,4454239214,No,16,4,No,3,10,2,0,0,0,0,Few,6.8,Normal,Normal,Normal,-4782,-3408,Normal,Few
125,4517801069,Yes,38,3,Yes,9,7,11,1,1,0,0,Normal,7.0,Normal,Normal,Normal,636,-214,Normal,Normal
126,4518738712,Yes,40,1,No,7,14,6,1,1,0,0,Normal,6.2,Normal,Normal,Normal,-3421,-2624,Normal,Normal
127,4497571086,Yes,18,5,No,5,3,6,1,1,0,0,Normal,7.2,High,High,Normal,976,1599,High,Normal
128,4477243448,No,40,3,No,6,7,6,0,0,0,0,Normal,6.8,Normal,Normal,Normal,-211,-1305,Normal,Normal
129,4386507847,Yes,18,5,No,7,5,6,0,0,0,0,Normal,6.8,Normal,Normal,Normal,1221,462,Normal,Normal
130,4474136526,Yes,17,5,No,7,1,8,0,0,0,0,Normal,7.2,High,High,Normal,2037,1291,High,Normal
131,4523618632,Yes,15,5,Yes,6,3,11,1,1,0,0,Normal,7.0,Normal,High,Normal,817,-94,High,Normal
132,4507859079,Yes,18,2,Yes,4,4,4,0,0,0,0,Few,7.0,High,Normal,Normal,-137,-351,Normal,Few
133,4524740998,Yes,43,6,Yes,4,7,4,1,1,0,0,Few,6.4,Normal,High,Normal,-1539,-1497,High,Few
134,4512162103,No,13,5,No,5,7,4,0,0,0,0,Few,6.4,Normal,Normal,Normal,-1707,-1286,Normal,Few
135,4465066223,Yes,13,1,No,6,9,2,1,1,0,0,Normal,7.0,Normal,High,Normal,-556,-235,High,Normal
136,4523411488,Yes,20,1,Yes,9,7,15,1,1,0,0,Normal,6.6,Normal,Normal,Normal,-146,-717,Normal,Normal
137,4524017392,Yes,15,1,Yes,12,4,9,1,0,1,0,Many,7.2,High,High,Normal,4083,2884,High,Many
138,4513054107,Yes,17,1,No,5,5,6,0,0,0,0,Normal,7.2,High,High,High,1389,1418,High,Normal
139,4478629184,No,28,4,No,3,4,3,1,1,0,0,Few,6.4,Normal,Normal,Normal,-890,-528,Normal,Few
140,4395598976,No,12,3,Yes,4,9,5,0,0,0,0,Few,6.4,Normal,Normal,Normal,-2519,-1095,Normal,Few
141,4524952056,No,87,1,No,4,15,4,0,0,0,0,Few,6.2,Normal,Normal,Low,-4440,-4020,Normal,Few
142,4453994009,Yes,15,3,Yes,7,6,7,0,0,0,0,Normal,7.2,High,High,High,1140,705,High,Normal
143,4462358723,No,15,4,Yes,5,7,2,0,0,0,0,Few,6.4,Normal,Normal,Normal,-1656,-1832,Normal,Few
144,4512811324,Yes,23,3,No,10,5,16,0,0,0,0,Normal,6.4,Normal,Normal,Normal,2171,-261,Normal,Normal
145,4438263187,Yes,18,1,Yes,12,4,15,0,0,0,0,Many,7.2,High,Normal,Normal,3841,2484,Normal,Many
146,4483907436,Yes,16,3,No,4,11,5,1,0,1,1,Normal,6.6,Normal,High,Normal,-885,-2172,High,Normal
147,4521937261,No,16,2,No,3,8,4,2,1,1,0,Few,6.6,Normal,Normal,Normal,-2752,-2286,Normal,Few
148,4515587675,Yes,17,3,Yes,13,9,22,0,0,0,0,Many,7.0,Normal,Normal,Normal,2081,466,Normal,Many
149,4517493567,No,15,5,Yes,4,3,4,0,0,0,0,Few,6.6,Normal,High,Normal,453,-19,High,Few
150,4469549199,No,15,2,Yes,3,1,3,1,1,0,0,Few,6.6,Normal,High,Normal,830,-1002,High,Few
151,4500100836,No,21,2,No,8,8,3,0,0,0,0,Normal,6.8,Normal,Normal,Normal,94,-445,Normal,Normal
152,4451727242,No,70,2,No,8,6,12,2,1,1,0,Normal,7.0,High,Normal,Normal,-722,891,Normal,Normal
153,4462194525,No,18,1,No,6,7,10,1,0,1,0,Normal,6.8,Normal,High,Normal,-1491,-799,High,Normal
154,4481415061,No,10,1,No,6,14,3,0,0,0,0,Normal,6.8,Normal,Normal,Normal,-3109,-1745,Normal,Normal
155,4519169394,No,15,4,Yes,7,11,9,0,0,0,0,Normal,7.2,High,High,Normal,537,-477,High,Normal
156,4449504375,Yes,15,9,No,13,5,10,2,1,1,0,Many,7.8,High,High,High,4079,5568,High,Many
157,4468503240,Yes,91,3,No,10,5,13,0,0,0,1,Many,7.2,High,Normal,Normal,4006,2081,Normal,Many
158,4495708706,No,18,2,Yes,3,10,4,0,0,0,0,Few,6.4,Normal,Normal,Normal,-3582,-5395,Normal,Few
159,4505357300,Yes,16,4,No,6,6,5,0,0,0,0,Normal,7.0,High,Normal,Normal,-355,233,Normal,Normal
160,4523723534,Yes,18,11,Yes,7,6,8,0,0,0,1,Normal,6.6,Normal,Normal,Normal,3464,994,Normal,Normal
161,4479157446,Yes,16,2,Yes,9,5,9,1,1,0,0,Normal,7.0,High,High,Normal,2217,2183,High,Normal
162,4518376722,Yes,13,1,Yes,8,3,9,2,1,1,0,Normal,7.2,High,High,Normal,3049,1511,High,Normal
163,4521259209,Yes,13,2,No,5,6,4,1,1,0,0,Few,7.0,Normal,Normal,Normal,-305,-474,Normal,Few
164,4471123041,No,54,3,No,4,2,6,1,1,0,0,Few,7.0,Normal,High,Normal,1325,479,High,Few
165,4524913184,Yes,17,2,Yes,6,6,10,0,0,0,0,Normal,6.4,Normal,High,Normal,-53,87,High,Normal
166,4514301047,No,35,1,No,5,9,5,0,0,0,0,Few,6.6,Normal,Normal,Normal,-2865,-1441,Normal,Few
167,4512184541,No,10,1,Yes,7,7,5,0,0,0,0,Normal,6.8,Normal,Normal,Normal,-93,-561,Normal,Normal
168,4517823800,No,19,5,Yes,6,7,7,0,0,0,0,Normal,6.6,Normal,High,Normal,-420,-1185,High,Normal
169,4518835789,Yes,22,6,Yes,7,3,6,1,1,0,0,Many,7.4,High,High,High,5008,2355,High,Many
170,4510355472,No,19,2,Yes,4,6,1,0,0,0,0,Few,6.4,Normal,Normal,Normal,-2074,-1795,Normal,Few
171,4512067346,Yes,14,5,No,5,4,7,1,0,1,0,Few,6.8,Normal,Normal,High,-3,1013,Normal,Few
172,4514106633,No,15,2,Yes,5,5,5,0,0,0,0,Few,7.0,Normal,Normal,Normal,-837,-660,Normal,Few
173,4522399054,Yes,38,2,Yes,5,5,6,1,1,0,0,Normal,6.8,Normal,High,Normal,510,-747,High,Normal
174,4519443312,No,16,3,No,6,11,8,1,1,0,0,Normal,6.8,Normal,Normal,Normal,-3549,-2407,Normal,Normal
175,4523035934,Yes,17,4,No,6,6,6,0,0,0,0,Normal,7.2,High,High,Normal,272,359,High,Normal
176,4429486916,Yes,18,2,Yes,9,5,9,0,0,0,0,Normal,7.2,High,High,Normal,2187,2189,High,Normal
177,4482052361,No,19,6,No,2,8,4,0,0,0,0,Few,6.2,Normal,High,Normal,-4907,-2556,High,Few
178,4522798631,Yes,14,3,Yes,5,4,3,1,1,0,0,Normal,7.4,High,High,High,63,648,High,Normal
179,4477176627,Yes,17,0,No,4,8,6,1,0,1,0,Few,7.0,High,High,High,-2132,-484,High,Few
180,4475170098,No,12,4,No,5,6,5,1,0,1,0,Normal,7.0,High,Normal,High,-976,-964,Normal,Normal
181,4432091797,No,86,4,Yes,3,5,3,0,0,0,0,Few,6.6,Normal,Normal,High,-1342,-1966,Normal,Few
182,4495710198,Yes,16,1,Yes,8,2,5,1,1,0,0,Normal,7.2,High,High,Normal,2304,2532,High,Normal
183,4520931258,Yes,15,6,No,10,2,11,0,0,0,0,Many,7.2,High,Normal,High,4219,3379,Normal,Many
184,4424048842,No,22,7,Yes,6,7,7,0,0,0,0,Normal,6.8,Normal,Normal,Normal,-2049,-2340,Normal,Normal
185,4512915759,No,16,4,No,1,5,2,0,0,0,0,Very Few,6.2,Normal,Normal,Normal,-4179,-3823,Normal,Very Few
186,4476065129,No,17,7,No,6,6,9,0,0,0,0,Normal,7.2,High,High,Normal,-66,-1073,High,Normal
187,4494781192,Yes,16,3,No,9,7,13,2,1,1,0,Normal,6.8,Normal,Normal,Normal,510,142,Normal,Normal
188,4525224702,No,15,3,Yes,4,3,2,1,0,1,0,Normal,7.2,High,High,Normal,2591,1567,High,Normal
189,4475925954,No,14,1,Yes,4,12,5,0,0,0,0,Few,6.4,Normal,Normal,Normal,-3772,-3034,Normal,Few
190,4516121686,No,25,1,Yes,6,6,11,1,1,0,0,Normal,6.8,High,High,Normal,965,-878,High,Normal
191,4420667626,No,11,1,No,1,5,1,0,0,0,0,Few,6.6,Normal,High,Normal,-3468,-2158,High,Few
192,4489494110,Yes,25,5,Yes,14,3,15,0,0,0,0,Many,7.4,High,Normal,Normal,6153,3916,Normal,Many
193,4523340688,No,15,0,No,0,5,0,0,0,0,0,Few,6.4,Normal,High,Normal,-2216,-2730,High,Few
194,4496344135,No,17,4,No,6,11,4,1,1,0,0,Normal,6.6,Normal,Normal,Normal,-2308,-1767,Normal,Normal
195,4524697287,Yes,17,4,Yes,6,6,5,1,0,1,0,Normal,6.6,Normal,Normal,Normal,1917,-179,Normal,Normal
196,4523386766,No,14,4,No,4,7,6,0,0,0,0,Normal,7.0,High,High,Normal,-1676,-1759,High,Normal
197,4518474732,Yes,18,1,Yes,10,5,8,1,1,0,0,Normal,7.2,High,High,Normal,2709,1259,High,Normal
198,4486453937,No,17,5,No,6,8,5,0,0,0,0,Few,6.6,Normal,High,Normal,-1304,-552,High,Few
199,4496397328,Yes,42,4,Yes,8,5,10,1,1,0,0,Normal,7.4,High,High,Normal,1824,1409,High,Normal
200,4520768462,No,17,7,No,11,8,15,0,0,0,0,Normal,6.6,Normal,Normal,Normal,229,-45,Normal,Normal
201,4518654959,Yes,15,2,No,4,4,4,1,0,1,0,Normal,7.2,High,High,Normal,1507,1667,High,Normal
202,4519058321,No,12,3,No,1,5,3,1,1,0,0,Few,7.0,High,High,High,-1787,-1135,High,Few
203,4512960247,No,14,2,No,8,7,3,0,0,0,0,Normal,7.2,High,High,Normal,815,1397,High,Normal
204,4445314635,No,13,2,No,5,14,6,1,1,0,0,Few,6.6,Normal,Normal,Normal,-4767,-5061,Normal,Few
205,4477030195,No,13,3,No,4,6,6,0,0,0,0,Few,6.6,Normal,High,Normal,-1861,-2532,High,Few
206,4497887298,No,68,0,No,1,14,1,1,1,0,0,Few,5.8,Normal,Normal,Normal,-7655,-4485,Normal,Few
207,4459403995,Yes,20,1,No,4,9,3,0,0,0,0,Few,6.8,Normal,Normal,Normal,-2058,-2051,Normal,Few
208,4489079383,Yes,16,3,No,5,5,7,1,1,0,0,Few,6.6,Normal,Normal,Normal,-575,-208,Normal,Few
209,4516695912,No,12,2,Yes,4,2,2,1,0,1,0,Normal,7.2,High,High,Normal,1765,701,High,Normal
210,4490435808,No,13,5,Yes,5,5,8,1,0,1,0,Normal,6.8,Normal,High,Normal,540,269,High,Normal
211,4524895124,Yes,16,3,No,12,9,15,0,0,0,0,Normal,6.6,Normal,Normal,Normal,862,-442,Normal,Normal
212,4519469738,Yes,35,3,Yes,6,2,9,1,1,0,0,Normal,6.6,High,High,Normal,2761,1659,High,Normal
213,4523527200,No,14,2,No,3,8,3,0,0,0,0,Few,6.8,Normal,High,Normal,-1249,-853,High,Few
214,4453080532,Yes,35,2,No,5,5,3,0,0,0,0,Normal,7.0,High,High,Normal,-75,655,High,Normal
215,4523303530,Yes,18,3,Yes,14,5,12,1,1,0,0,Many,6.8,High,High,Normal,5805,4777,High,Many
216,4495003373,No,22,4,No,5,7,3,1,0,1,0,Few,7.0,Normal,Normal,Normal,-810,-305,Normal,Few
217,4524303571,No,124,3,Yes,5,4,6,1,0,1,0,Normal,7.0,Normal,High,Normal,1034,706,High,Normal
218,4490487724,Yes,18,1,Yes,3,7,2,0,0,0,0,Few,6.6,Normal,High,Normal,-2595,-2856,High,Few
219,4515381064,Yes,22,5,No,1,2,3,0,0,0,0,Few,6.8,Normal,High,Normal,-334,-73,High,Few
220,4512271556,Yes,13,3,Yes,11,4,8,2,1,1,1,Many,7.4,High,High,Normal,3806,2161,High,Many
221,4452824789,No,34,3,No,2,7,2,0,0,0,0,Few,6.8,Normal,High,Normal,-2711,-2547,High,Few
